"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Shortbow","PHB'24","215","none","Weapon, Simple Weapon, Ranged Weapon","","1d6 Piercing","Ammunition (Range 80/320 ft.; Arrow), Two‑Handed","Mastery: Vex","2 lb.","25 GP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Shortsword","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d6 Piercing","Finesse, Light","Mastery: Vex","2 lb.","10 GP","Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Shovel","PHB'24","228","none","Adventuring Gear","","","","","5 lb.","2 GP","Working for 1 hour, you can use a Shovel to dig a hole that is 5 feet on each side in soil or similar material."
"Sickle","PHB'24","215","none","Weapon, Simple Weapon, Melee Weapon","","1d4 Slashing","Light","Mastery: Nick","2 lb.","1 GP","Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"Signal Whistle","PHB'24","228","none","Adventuring Gear","","","","","","5 CP","When blown as a Utilize action, a Signal Whistle produces a sound that can be heard up to 600 feet away."
"Silk","DMG'24","213","none","Trade Good","","","","","1 lb.","10 GP","Merchants commonly exchange trade goods without using currency."
"Silver","DMG'24","213","none","Trade Good","","","","","1 lb.","5 GP","Merchants commonly exchange trade goods without using currency."
"Sled","PHB'24","230","none","Vehicle (Land)","","","","","300 lb.","20 GP",""
"Sling","PHB'24","215","none","Weapon, Simple Weapon, Ranged Weapon","","1d4 Bludgeoning","Ammunition (Range 30/120 ft.; Sling Bullet)","Mastery: Slow","","1 SP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Sling Bullet","PHB'24","222","none","Ammunition","","","","","1,2 oz.","0,2 CP","Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.Sling Bullets are typically stored in a Pouch (bought separately)."
"Sling Bullets (20)","PHB'24","222","none","Ammunition","","","","","1½ lb.","4 CP","Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.Sling Bullets are typically stored in a Pouch (bought separately)."
"Smith's Tools","PHB'24","221","none","Artisan's Tools","","","","","8 lb.","20 GP","Ability: StrengthUtilize: Pry open a door or container (DC 20)Craft: Any Melee weapon (except Club, Greatclub, Quarterstaff, and Whip), Medium armor (except Hide), Heavy armor, Ball Bearings, Bucket, Caltrops, Chain, Crowbar, Firearm Bullets, Grappling Hook, Iron Pot, Iron Spikes, Sling BulletsArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Smoke Grenade","DMG'24","73","none","Explosive","","","","","2 lb.","50 GP","As an action, you can either throw a grenade at a point up to 60 feet away or use a Grenade Launcher to propel the grenade to a point up to 1,000 feet away. The grenade explodes at that point, creating a particular effect in a 20-foot-radius Sphere.The area of the Sphere is Heavily Obscured by smoke for 1 minute. A strong wind (such as the Gust of Wind spell) disperses the smoke."
"Songhorn","SCAG","124","none","Instrument","","","","","","","A recorder, a simple type of flute, usually carved from wood.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Spear","PHB'24","215","none","Weapon, Simple Weapon, Melee Weapon","","1d6 Piercing","Thrown (20/60 ft.), Versatile (1d8)","Mastery: Sap","3 lb.","1 GP","Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Spiked Armor","SCAG","121","unknown","Medium Armor","","AC 14 + Dex (max 2)","","","45 lb.","75 GP","Spiked armor is a rare type of medium armor made by dwarves. It consists of a leather coat and leggings covered with spikes that are usually made of metal.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Splint Armor","PHB'24","219","none","Heavy Armor","","AC 17","","","60 lb.","200 GP","The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
"Sprig of Mistletoe","PHB'24","225","none","Spellcasting Focus","","","","","","1 GP","A Druidic Focus takes a specific form and is carved, tied with ribbon, or painted to channel primal magic. A Druid or Ranger can use such an object as a Spellcasting Focus."
"Spyglass","PHB'24","229","none","Adventuring Gear","","","","","1 lb.","1.000 GP","Objects viewed through a Spyglass are magnified to twice their size."
"Stabling (per day)","PHB'24","230","none","Tack and Harness","","","","","","5 CP",""
"Staff","PHB'24","224","none","Staff, Weapon, Spellcasting Focus, Simple Weapon, Melee Weapon","","1d6 Bludgeoning","versatile (1d8)","Mastery: Topple","4 lb.","5 GP","Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack.An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"String","PHB'24","229","none","Adventuring Gear","","","","","","1 SP","String is 10 feet long. You can tie a knot in it as a Utilize action."
"Studded Leather Armor","PHB'24","219","none","Light Armor","","AC 12 + Dex","","","13 lb.","45 GP",""
"Survival Mantle","VGM","81","unknown","Medium Armor","","AC 15 + Dex (max 2)","","","40 lb.","","This carapace-like augmentation encases portions of the wearer's shoulders, neck, and chest. A survival mantle is equivalent to a suit of nonmagical half plate armor and takes just as long to don or doff. It can't be worn with other kinds of armor.A creature wearing a survival mantle can breathe normally in any environment (including a vacuum) and has advantage on saving throws against harmful gases (such as those created by a cloudkill spell, a stinking cloud spell, inhaled poisons, and the breath weapons of some dragons).The wearer has Disadvantage on Dexterity (Stealth) checks."
"Tantan","SCAG","124","none","Instrument","","","","","","","A tambourine, a popular instrument with halflings and humans south of the Dalelands.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Tent","PHB'24","229","none","Adventuring Gear","","","","","20 lb.","2 GP","A Tent sleeps up to two Small or Medium creatures."
"Thelarr","SCAG","124","none","Instrument","","","","","","","Also known as a whistlecane, a simple and easy-to-make wind instrument cut from a reed. They are so simple, in fact, that skilled bards frequently make and give them away to children—to the parents' delight or regret.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Thieves' Tools","PHB'24","221","none","Tool","","","","","1 lb.","25 GP","Ability: DexterityUtilize: Pick a lock (DC 15), or disarm a trap (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Three-Dragon Ante Set","PHB'24","221","none","Gaming Set","","","","","","1 GP","Ability: WisdomUtilize: Discern whether someone is cheating (DC 10), or win the game (DC 20)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Tinderbox","PHB'24","229","none","Adventuring Gear","","","","","1 lb.","5 SP","A Tinderbox is a small container holding flint, fire steel, and tinder (usually dry cloth soaked in light oil) used to kindle a fire. Using it to light a Candle, Lamp, Lantern, or Torch—or anything else with exposed fuel—takes a Bonus Action. Lighting any other fire takes 1 minute."
"Tinker's Tools","PHB'24","221","none","Artisan's Tools","","","","","10 lb.","50 GP","Ability: DexterityUtilize: Assemble a Tiny item composed of scrap, which falls apart in 1 minute (DC 20)Craft: Musket, Pistol, Bell, Bullseye Lantern, Flask, Hooded Lantern, Hunting Trap, Lock, Manacles, Mirror, Shovel, Signal Whistle, TinderboxArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Tocken","SCAG","124","none","Instrument","","","","","","","A hanging set of carved oval bells, usually played with a pair of light wooden hammers (or open handed). They are most common in underground cultures, where the resonant tones can carry.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Torch","PHB'24","229","none","Adventuring Gear","","","","","1 lb.","1 CP","A Torch burns for 1 hour, casting Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. When you take the Attack action, you can attack with the Torch, using it as a Simple Melee weapon. On a hit, the target takes 1 Fire damage."
"Torpor","DMG'24","91","none","Adventuring Gear, Poison (Ingested)","","","","","","600 GP","A creature subjected to Torpor poison must succeed on a DC 15 Constitution saving throw or have the Poisoned condition for 4d6 hours. The creature's Speed is halved while the creature is Poisoned in this way."
"Traveler's Clothes","PHB'24","225","none","Adventuring Gear","","","","","4 lb.","2 GP","Traveler's Clothes are resilient garments designed for travel in various environments."
"Trident","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Piercing","Thrown (20/60 ft.), Versatile (1d10)","Mastery: Topple","4 lb.","5 GP","Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Trinket","AI","222","none","Adventuring Gear","","","","","","","Worried that you're going to pull out your dead sprite inside a clear glass bottle at a company function only to discover that three other people in the franchise have one as well? Then consider rolling on the Acquisitions Incorporated Trinkets table instead of the table in chapter 5 of the Player's Handbook, to gain a unique trinket at character creation with a bit of Acq Inc flair.Acquisitions Incorporated Trinketsd100Trinket1A perfect skipping stone2Three weighted dice that always roll low3A locket with a picture of Jim Darkmagic4A tiny anvil and smith's hammer5A nonfunctional immovable rod6A DIY acupuncture kit7A stuffed owlbear toy8A diagram for a new war lute9A declaration of war against a nation no one has ever heard of10A pipe that emits green smoke11A glass eye12The centerpiece of a priceless chandelier13A fine cane with a secret compartment14A letter written by Rosie Beestinger15A coin that always lands on its edge16The deed and title to an abandoned windmill and three acres of tillable land that you've never been able to find17A menu from Big Daddy Donaar's Yum Yum Hut18A small purse that screams loudly when opened19A deep-crow-feather quill20A pair of breeches that always smells faintly of honey21A one-armed Viari doll (Apocalypse Dagger accessory missing)22A leather pouch filled with various finger bones of unknown provenance23The collar of your childhood pet, Nutmeg24A seashell that, when pressed to the ear, speaks in flowing rhymes25A recipe book for cooking with mushrooms26One expired coupon for ""A Free Cornerstone""27A portable beehive28Goggles that literally tint everything rose colored29A wand of wonder that allows you to cast only mending30A bracelet woven from mistletoe31A curved claw from an unknown beast that small children are always frightened of32A longsword that can be folded down in 1 minute and hidden in your pocket33A living graft of what you believe to be the World Tree34A tattered scarf with the Acquisitions Incorporated logo35A box containing a torn-up letter36An old contract marked ""Void""37A small pigeon in a cage38An Acquisitions Incorporated ""Green Flame"" foam finger39A ""C"" Team lunchbox40A potted plant that grows different fruit on every branch41A book of adventures for children42An Omin action figure with detachable maul and holy symbol43A pint glass engraved with a picture of a keg robot44A giant hockey puck45A miniature cannon that actually fires46A very fancy red scarf and matching handkerchief47An arrow once shot by Môrgæn48A purple worm toy49A burned doll whose eyes follow you around the room50An infinite inkwell51A band embroidered with the symbol of the Six52A squishy cactus53A velvet blindfold54A dirty figurine of a triceratops that can't be cleaned55A used (and thus nonmagical) noble knife from the Noble Knife56A quill that rotates through all the colors of the rainbow57A twenty-sided die that only rolls the number 458A pointed hat that glows in the dark59A cup that hums when filled with water60A mug fashioned from the skull of someone else's enemy61A small glass jar containing an immortal firefly62A fake mustache made from gnome facial hair63A petrified troll finger64Half of a map65The other half of a map66An unreasonable amount of pocket lint67A dozen flyers for a local gnome food place68Omin Dran's business card69A lock of hair from a changeling70A marble that rolls uphill71A piece of parchment listing a command word for a powerful magic item72A book titled Conversational Giant73A user's manual for an apparatus of Kwalish74A signed head shot of famous bard Spice Caraway75The eye of a basilisk in a crystal box76A postcard from Ravnica77A stamp collection78A small piece of solidified smoke79A six-sided die that sometimes rolls a seven80A left-hand gauntlet81A music box that plays nursery rhymes82A locket that's bigger on the outside than the inside83A potted plant that grows hair instead of leaves84A collection of teeth85A coin whose minting date always shows three years in the future86A green drinking horn taken from a very large bull87A small book containing pressed and dried botanical samples88A hatched chimera egg89A slightly used red bandit mask90A tiny stirge encased in amber91A large bottle of Red Larch Ale that can't be opened92A cane topped with a stylized golden bulldog93A note in your own hand that you don't remember writing94A sprig of herbs from your family's garden95A tankard stolen from the Dran & Courtier96A small, severed tentacle preserved in alcohol97A walnut with a face drawn on it98A small flask of liquid from the Lake of Radiant Mists99An ice cube that never melts00An expertly carved sword hilt with the blade snapped cleanly off"
"Trinket","PHB'24","47","none","Adventuring Gear","","","","","","","When you make your character, you can roll once on the Trinkets table to gain a Tiny trinket, a simple item lightly touched by mystery. The DM might also use this table. It can help stock a room in a dungeon or fill a creature's pockets.Trinkets1d100Trinket01A mummified goblin hand02A crystal that faintly glows in moonlight03A gold coin minted in an unknown land04A diary written in a language you don't know05A brass ring that never tarnishes06An old chess piece made from glass07A pair of knucklebone dice, each with a skull symbol on the side that would normally show six pips08A small idol depicting a nightmarish creature that gives you unsettling dreams when you sleep near it09A lock of someone's hair10The deed for a parcel of land in a realm unknown to you11A 1-ounce block made from an unknown material12A small cloth doll skewered with needles13A tooth from an unknown beast14An enormous scale, perhaps from a dragon15A bright-green feather16An old divination card bearing your likeness17A glass orb filled with moving smoke18A 1-pound egg with a bright-red shell19A pipe that blows bubbles20A glass jar containing a bit of flesh floating in pickling fluid21A gnome-crafted music box that plays a song you dimly remember from your childhood22A wooden statuette of a smug halfling23A brass orb etched with strange runes24A multicolored stone disk25A silver icon of a raven26A bag containing forty-seven teeth, one of which is rotten27A shard of obsidian that always feels warm to the touch28A dragon's talon strung on a leather necklace29A pair of old socks30A blank book whose pages refuse to hold ink, chalk, graphite, or any other marking31A silver badge that is a five-pointed star32A knife that belonged to a relative33A glass vial filled with nail clippings34A rectangular metal device with two tiny metal cups on one end that throws sparks when wet35A white, sequined glove sized for a human36A vest with one hundred tiny pockets37A weightless stone38A sketch of a goblin39An empty glass vial that smells of perfume40A gemstone that looks like a lump of coal when examined by anyone but you41A scrap of cloth from an old banner42A rank insignia from a lost legionnaire43A silver bell without a clapper44A mechanical canary inside a lamp45A miniature chest carved to look like it has numerous feet on the bottom46A dead sprite inside a clear glass bottle47A metal can that has no opening but sounds as if it is filled with liquid, sand, spiders, or broken glass (your choice)48A glass orb filled with water, in which swims a clockwork goldfish49A silver spoon with an M engraved on the handle50A whistle made from gold-colored wood51A dead scarab beetle the size of your hand52Two toy soldiers, one missing a head53A small box filled with different-sized buttons54A candle that can't be lit55A miniature cage with no door56An old key57An indecipherable treasure map58A hilt from a broken sword59A rabbit's foot60A glass eye61A cameo of a hideous person62A silver skull the size of a coin63An alabaster mask64A cone of sticky black incense that stinks65A nightcap that gives you pleasant dreams when you wear it66A single caltrop made from bone67A gold monocle frame without the lens68A 1-inch cube, each side a different color69A crystal doorknob70A packet filled with pink dust71A fragment of a beautiful song, written as musical notes on two pieces of parchment72A silver teardrop earring containing a real teardrop73An eggshell painted with scenes of misery in disturbing detail74A fan that, when unfolded, shows a sleepy cat75A set of bone pipes76A four-leaf clover pressed inside a book discussing manners and etiquette77A sheet of parchment upon which is drawn a mechanical contraption78An ornate scabbard that fits no blade you have found79An invitation to a party where a murder happened80A bronze pentacle with an etching of a rat's head in its center81A purple handkerchief embroidered with the name of an archmage82Half a floor plan for a temple, a castle, or another structure83A bit of folded cloth that, when unfolded, turns into a stylish cap84A receipt of deposit at a bank in a far-off city85A diary with seven missing pages86An empty silver snuffbox bearing the inscription ""dreams"" on its lid87An iron holy symbol devoted to an unknown god88A book about a legendary hero's rise and fall, with the last chapter missing89A vial of dragon blood90An ancient arrow of elven design91A needle that never bends92An ornate brooch of dwarven design93An empty wine bottle bearing a pretty label that says, ""The Wizard of Wines Winery, Red Dragon Crush, 331422-W""94A mosaic tile with a multicolored, glazed surface95A petrified mouse96A black pirate flag adorned with a dragon's skull and crossbones97A tiny mechanical crab or spider that moves about when it's not being observed98A glass jar containing lard with a label that reads, ""Griffon Grease""99A wooden box with a ceramic bottom that holds a living worm with a head on each end of its body00A metal urn containing the ashes of a hero"
"Truth Serum","DMG'24","91","none","Adventuring Gear, Poison (Ingested)","","","","","","150 GP","A creature subjected to Truth Serum must succeed on a DC 11 Constitution saving throw or have the Poisoned condition for 1 hour. The Poisoned creature can't knowingly communicate a lie."
"Vial","PHB'24","229","none","Adventuring Gear","","","","","","1 GP","A Vial holds up to 4 ounces."
"Viol","PHB'24","221","none","Instrument","","","","","1 lb.","30 GP","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Wagon","PHB'24","230","none","Vehicle (Land)","","","","","400 lb.","35 GP",""
"Wand","PHB'24","224","none","Spellcasting Focus","","","","","1 lb.","10 GP","An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"War Pick","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Piercing","Versatile (1d10)","Mastery: Sap","2 lb.","5 GP","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Wargong","SCAG","124","none","Instrument","","","","","","","A metal gong, traditionally made from a shield, particularly the shield of an enemy. Both goblins and dwarves make and play wargongs, their sound echoing through tunnels in the Underdark.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Warhammer","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Bludgeoning","Versatile (1d10)","Mastery: Push","5 lb.","15 GP","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
"Warhorse","PHB'24","229","none","Mount","","Speed: 60, Carrying Capacity: 540 lb.","","","","400 GP",""
"Warship","PHB'24","230","none","Vehicle (Water)","","Speed: 2½ mphCarrying Capacity: 200 tons cargo, 60 passengersCrew 60, AC 15, HP 500, Damage Threshold 20","","","","25.000 GP","Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds. Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship. Passengers. The number of Small and Medium passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 GP per day. Damage Threshold. See the rules glossary. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of damage requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Waterskin","PHB'24","229","none","Adventuring Gear","","","","","5 lb. (full)","2 SP","A Waterskin holds up to 4 pints. If you don't drink sufficient water, you risk dehydration."
"Weaver's Tools","PHB'24","221","none","Artisan's Tools","","","","","5 lb.","1 GP","Ability: DexterityUtilize: Mend a tear in clothing (DC 10), or sew a Tiny design (DC 10)Craft: Padded Armor, Basket, Bedroll, Blanket, Fine Clothes, Net, Robe, Rope, Sack, String, Tent, Traveler's ClothesArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Wheat","DMG'24","213","none","Trade Good","","","","","1 lb.","1 CP","Merchants commonly exchange trade goods without using currency."
"Whip","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d4 Slashing","Finesse, Reach","Mastery: Slow","3 lb.","2 GP","Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Woodcarver's Tools","PHB'24","221","none","Artisan's Tools","","","","","5 lb.","1 GP","Ability: DexterityUtilize: Carve a pattern in wood (DC 10)Craft: Club, Greatclub, Quarterstaff, Ranged weapons (except Pistol, Musket, and Sling), Arcane Focus, Arrows, Bolts, Druidic Focus, Ink Pen, NeedlesArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Wooden Staff","PHB'24","225","none","Weapon, Spellcasting Focus, Simple Weapon","","1d6 Bludgeoning","versatile (1d8)","Mastery: Topple","4 lb.","5 GP","Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack.A Druidic Focus takes a specific form and is carved, tied with ribbon, or painted to channel primal magic. A Druid or Ranger can use such an object as a Spellcasting Focus. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Wyvern Poison","DMG'24","91","none","Adventuring Gear, Poison (Injury)","","","","","","1.200 GP","A creature subjected to Wyvern Poison makes a DC 14 Constitution saving throw, taking 24 (7d6) Poison damage on a failed save or half as much damage on a successful one."
